name,cwe,description,basescore,attackvector,attackcomplexity,privsreq,userinteraction,scope,confidentialityreq,integrityreq,availreq,exploitscore,impactscore,aerospace,epssscore,epsspercentile
CVE-2024-38813,250,The product performs an operation at a privilege level that is higher than the minimum level required which creates new weaknesses or amplifies the consequences of other weaknesses The product attempts to drop privileges but does not check or incorrectly checks to see if the drop succeeded The vCenter Server contains a privilege escalation vulnerabilityA malicious actor with network access to vCenter Server may trigger this vulnerability to escalate privileges to root by sending a specially crafted network packet,7.5,0,1,1,0,0,2,2,2,1.6,5.9,0,0.004160000,0.743220000
CVE-2024-38812,122,A heap overflow condition is a buffer overflow where the buffer that can be overwritten is allocated in the heap portion of memory generally meaning that the buffer was allocated using a routine such as malloc The product writes data past the end or before the beginning of the intended buffer ThevCenter Server contains a heapoverflow vulnerability in the implementation of the DCERPC protocolA malicious actor with network access to vCenter Server may trigger this vulnerability by sending a specially crafted network packet potentially leading to remote code execution,9.8,0,0,0,0,0,2,2,2,3.9,5.9,0,0.004160000,0.743220000
CVE-2024-9474,78,The product constructs all or part of an OS command using externallyinfluenced input from an upstream component but it does not neutralize or incorrectly neutralizes special elements that could modify the intended OS command when it is sent to a downstream component The product constructs all or part of an OS command using externallyinfluenced input from an upstream component but it does not neutralize or incorrectly neutralizes special elements that could modify the intended OS command when it is sent to a downstream component A privilege escalation vulnerability in Palo Alto Networks PANOS software allows a PANOS administrator with access to the management web interface to perform actions on the firewall with root privilegesCloud NGFW and Prisma Access are not impacted by this vulnerability,7.2,0,0,2,0,0,2,2,2,1.2,5.9,0,0.974550000,0.999800000
CVE-2024-0012,306,The product does not perform any authentication for functionality that requires a provable user identity or consumes a significant amount of resources The product does not perform any authentication for functionality that requires a provable user identity or consumes a significant amount of resources An authentication bypass in Palo Alto Networks PANOS software enables an unauthenticated attacker with network access to the management web interface to gain PANOS administrator privileges to perform administrative actions tamper with the configuration or exploit other authenticated privilege escalation vulnerabilities like CVE20249474 httpssecuritypaloaltonetworkscomCVE20249474 The risk of this issue is greatly reduced if you secure access to the management web interface by restricting access to only trusted internal IP addresses according to our recommended best practice deployment guidelines httpslivepaloaltonetworkscomt5communityblogstipsamptrickshowtosecurethemanagementaccessofyourpalobap464431 This issue is applicable only to PANOS 102 PANOS 110 PANOS 111 and PANOS 112 softwareCloud NGFW and Prisma Access are not impacted by this vulnerability,9.8,0,0,0,0,0,2,2,2,3.9,5.9,0,0.969610000,0.998500000
CVE-2024-1212,78,The product constructs all or part of an OS command using externallyinfluenced input from an upstream component but it does not neutralize or incorrectly neutralizes special elements that could modify the intended OS command when it is sent to a downstream component The product constructs all or part of an OS command using externallyinfluenced input from an upstream component but it does not neutralize or incorrectly neutralizes special elements that could modify the intended OS command when it is sent to a downstream component Unauthenticated remote attackers can access the system through the LoadMaster management interface enabling arbitrary system command execution,10.0,0,0,0,0,1,2,2,2,3.9,6.0,0,0.946600000,0.994590000
CVE-2024-9465,89,The product constructs all or part of an SQL command using externallyinfluenced input from an upstream component but it does not neutralize or incorrectly neutralizes special elements that could modify the intended SQL command when it is sent to a downstream component Without sufficient removal or quoting of SQL syntax in usercontrollable inputs the generated SQL query can cause those inputs to be interpreted as SQL instead of ordinary user data The product constructs all or part of an SQL command using externallyinfluenced input from an upstream component but it does not neutralize or incorrectly neutralizes special elements that could modify the intended SQL command when it is sent to a downstream component Without sufficient removal or quoting of SQL syntax in usercontrollable inputs the generated SQL query can cause those inputs to be interpreted as SQL instead of ordinary user data An SQL injection vulnerability in Palo Alto Networks Expedition allows an unauthenticated attacker to reveal Expedition database contents such as password hashes usernames device configurations and device API keys With this attackers can also create and read arbitrary files on the Expedition system,9.1,0,0,0,0,0,2,2,0,3.9,5.2,0,0.939910000,0.993890000
CVE-2024-9463,78,The product constructs all or part of an OS command using externallyinfluenced input from an upstream component but it does not neutralize or incorrectly neutralizes special elements that could modify the intended OS command when it is sent to a downstream component The product constructs all or part of an OS command using externallyinfluenced input from an upstream component but it does not neutralize or incorrectly neutralizes special elements that could modify the intended OS command when it is sent to a downstream component An OS command injection vulnerability in Palo Alto Networks Expedition allows an unauthenticated attacker to run arbitrary OS commands as root in Expedition resulting in disclosure of usernames cleartext passwords device configurations and device API keys of PANOS firewalls,7.5,0,0,0,0,0,2,0,0,3.9,3.6,0,0.961860000,0.996710000
CVE-2021-26086,22,The product uses external input to construct a pathname that is intended to identify a file or directory that is located underneath a restricted parent directory but the product does not properly neutralize special elements within the pathname that can cause the pathname to resolve to a location that is outside of the restricted directory The product uses external input to construct a pathname that is intended to identify a file or directory that is located underneath a restricted parent directory but the product does not properly neutralize special elements within the pathname that can cause the pathname to resolve to a location that is outside of the restricted directory Affected versions of Atlassian Jira Server and Data Center allow remote attackers to read particular files via a path traversal vulnerability in the WEBINFwebxml endpoint The affected versions are before version 8514 from version 860 before 8136 and from version 8140 before 8161,5.3,0,0,0,0,0,1,0,0,3.9,1.4,0,0.967360000,0.997940000
CVE-2014-2120,79,The product does not neutralize or incorrectly neutralizes usercontrollable input before it is placed in output that is used as a web page that is served to other users The product does not neutralize or incorrectly neutralizes usercontrollable input before it is placed in output that is used as a web page that is served to other users Crosssite scripting XSS vulnerability in the WebVPN login page in Cisco Adaptive Security Appliance ASA Software allows remote attackers to inject arbitrary web script or HTML via an unspecified parameter aka Bug ID CSCun19025,6.1,0,0,0,1,1,1,1,0,2.8,2.7,0,0.008710000,0.826160000
CVE-2021-41277,200,The product exposes sensitive information to an actor that is not explicitly authorized to have access to that information The product uses external input to construct a pathname that is intended to identify a file or directory that is located underneath a restricted parent directory but the product does not properly neutralize special elements within the pathname that can cause the pathname to resolve to a location that is outside of the restricted directory The product uses external input to construct a pathname that is intended to identify a file or directory that is located underneath a restricted parent directory but the product does not properly neutralize special elements within the pathname that can cause the pathname to resolve to a location that is outside of the restricted directory Metabase is an open source data analytics platform In affected versions a security issue has been discovered with the custom GeoJSON map adminsettingsmapscustom mapsadd a map support and potential local file inclusion including environment variables URLs were not validated prior to being loaded This issue is fixed in a new maintenance release 0405 and 1405 and any subsequent release after that If youre unable to upgrade immediately you can mitigate this by including rules in your reverse proxy or load balancer or WAF to provide a validation filter before the application,10.0,0,0,0,0,1,2,2,1,3.9,6.0,0,0.972930000,0.999400000
CVE-2024-43451,73,The product allows user input to control or influence paths or file names that are used in filesystem operations NTLM Hash Disclosure Spoofing Vulnerability,6.5,0,0,0,1,0,2,0,0,2.8,3.6,0,0.009390000,0.832810000
CVE-2024-49039,287,When an actor claims to have a given identity the product does not prove or insufficiently proves that the claim is correct Windows Task Scheduler Elevation of Privilege Vulnerability,8.8,2,0,1,0,1,2,2,2,2.0,6.0,0,0.006770000,0.802150000
CVE-2019-16278,22,The product uses external input to construct a pathname that is intended to identify a file or directory that is located underneath a restricted parent directory but the product does not properly neutralize special elements within the pathname that can cause the pathname to resolve to a location that is outside of the restricted directory The product uses external input to construct a pathname that is intended to identify a file or directory that is located underneath a restricted parent directory but the product does not properly neutralize special elements within the pathname that can cause the pathname to resolve to a location that is outside of the restricted directory Directory Traversal in the function httpverify in nostromo nhttpd through 196 allows an attacker to achieve remote code execution via a crafted HTTP request,9.8,0,0,0,0,0,2,2,2,3.9,5.9,0,0.972890000,0.999390000
CVE-2024-51567,306,The product does not perform any authentication for functionality that requires a provable user identity or consumes a significant amount of resources The product does not perform any authentication for functionality that requires a provable user identity or consumes a significant amount of resources upgrademysqlstatus in databasesviewspy in CyberPanel aka Cyber Panel before 5b08cd6 allows remote attackers to bypass authentication and execute arbitrary commands via dataBasesupgrademysqlstatus by bypassing secMiddleware which is only for a POST request and using shell metacharacters in the statusfile property as exploited in the wild in October 2024 by PSAUX Versions through 236 and unpatched 237 are affected,10.0,0,0,0,0,1,2,2,2,3.9,6.0,0,0.367030000,0.973050000
CVE-2024-43093,0,In shouldHideDocument of ExternalStorageProviderjava there is a possible bypass of a file path filter designed to prevent access to sensitive directories due to incorrect unicode normalization This could lead to local escalation of privilege with no additional execution privileges needed User interaction is needed for exploitation,7.8,2,0,0,1,0,2,2,2,1.8,5.9,0,0.002460000,0.645210000
CVE-2024-5910,306,The product does not perform any authentication for functionality that requires a provable user identity or consumes a significant amount of resources The product does not perform any authentication for functionality that requires a provable user identity or consumes a significant amount of resources Missing authentication for a critical function in Palo Alto Networks Expedition can lead to an Expedition admin account takeover for attackers with network access to ExpeditionNote Expedition is a tool aiding in configuration migration tuning and enrichment Configuration secrets credentials and other data imported into Expedition is at risk due to this issue,9.8,0,0,0,0,0,2,2,2,3.9,5.9,0,0.967120000,0.997870000
CVE-2024-8956,287,When an actor claims to have a given identity the product does not prove or insufficiently proves that the claim is correct When an actor claims to have a given identity the product does not prove or insufficiently proves that the claim is correct PTZOptics PT30XSDINDIxx before firmware 6340 is vulnerable to an insufficient authentication issue The camera does not properly enforce authentication to cgibinparamcgi when requests are sent without an HTTP Authorization header The result is a remote and unauthenticated attacker can leak sensitive data such as usernames password hashes and configurations details Additionally the attacker can update individual configuration values or overwrite the whole file,9.1,0,0,0,0,0,2,2,0,3.9,5.2,0,0.017240000,0.879120000
CVE-2024-8957,78,The product constructs all or part of an OS command using externallyinfluenced input from an upstream component but it does not neutralize or incorrectly neutralizes special elements that could modify the intended OS command when it is sent to a downstream component The product constructs all or part of an OS command using externallyinfluenced input from an upstream component but it does not neutralize or incorrectly neutralizes special elements that could modify the intended OS command when it is sent to a downstream component PTZOptics PT30XSDINDIxx before firmware 6340 is vulnerable to an OS command injection issue The camera does not sufficiently validate the ntpaddr configuration value which may lead to arbitrary command execution when ntpclient is started When chained with CVE20248956 a remote and unauthenticated attacker can execute arbitrary OS commands on affected devices,7.2,0,0,2,0,0,2,2,2,1.2,5.9,0,0.009670000,0.835950000
CVE-2024-37383,79,The product does not neutralize or incorrectly neutralizes usercontrollable input before it is placed in output that is used as a web page that is served to other users The product does not neutralize or incorrectly neutralizes usercontrollable input before it is placed in output that is used as a web page that is served to other users Roundcube Webmail before 157 and 16x before 167 allows XSS via SVG animate attributes,6.1,0,0,0,1,1,1,1,0,2.8,2.7,0,0.036000000,0.917700000
CVE-2024-20481,772,The product does not release a resource after its effective lifetime has ended ie after the resource is no longer needed The product does not release a resource after its effective lifetime has ended ie after the resource is no longer needed A vulnerability in the Remote Access VPN RAVPN service of Cisco Adaptive Security Appliance ASA Software and Cisco Firepower Threat Defense FTD Software could allow an unauthenticated remote attacker to cause a denial of service DoS of the RAVPN service This vulnerability is due to resource exhaustion An attacker could exploit this vulnerability by sending a large number of VPN authentication requests to an affected device A successful exploit could allow the attacker to exhaust resources resulting in a DoS of the RAVPN service on the affected device Depending on the impact of the attack a reload of the device may be required to restore the RAVPN service Services that are not related to VPN are not affected Cisco Talos discussed these attacks in the blog post Largescale bruteforce activity targeting VPNs SSH services with commonly used login credentials,5.8,0,0,0,0,1,0,0,1,3.9,1.4,0,0.001810000,0.564720000
CVE-2024-47575,306,The product does not perform any authentication for functionality that requires a provable user identity or consumes a significant amount of resources A missing authentication for critical function in FortiManager 760 FortiManager 740 through 744 FortiManager 720 through 727 FortiManager 700 through 7012 FortiManager 640 through 6414 FortiManager 620 through 6212 Fortinet FortiManager Cloud 741 through 744 FortiManager Cloud 721 through 727 FortiManager Cloud 701 through 7012 FortiManager Cloud 641 through 647 allows attacker to execute arbitrary code or commands via specially crafted requests,9.8,0,0,0,0,0,2,2,2,3.9,5.9,0,0.871460000,0.989350000
CVE-2024-38094,502,The product deserializes untrusted data without sufficiently ensuring that the resulting data will be valid The product deserializes untrusted data without sufficiently ensuring that the resulting data will be valid Microsoft SharePoint Remote Code Execution Vulnerability,7.2,0,0,2,0,0,2,2,2,1.2,5.9,0,0.004980000,0.765410000
CVE-2024-9537,0,ScienceLogic SL1 formerly EM7 is affected by an unspecified vulnerability involving an unspecified thirdparty component packaged with SL1 The vulnerability is addressed in SL1 versions 1213 1223 and 123 Remediations have been made available for all SL1 versions back to version lines 101x 102x 111x 112x and 113x,9.8,0,0,0,0,0,2,2,2,3.9,5.9,0,0.036410000,0.918000000
CVE-2024-40711,502,The product deserializes untrusted data without sufficiently ensuring that the resulting data will be valid The product deserializes untrusted data without sufficiently ensuring that the resulting data will be valid A deserialization of untrusted data vulnerability with a malicious payload can allow an unauthenticated remote code execution RCE,9.8,0,0,0,0,0,2,2,2,3.9,5.9,0,0.964240000,0.997240000
CVE-2024-28987,798,The product contains hardcoded credentials such as a password or cryptographic key The SolarWinds Web Help Desk WHD software is affected by a hardcoded credential vulnerability allowing remote unauthenticated user to access internal functionality and modify data,9.1,0,0,0,0,0,2,2,0,3.9,5.2,0,0.957000000,0.995900000
CVE-2024-9680,416,The product reuses or references memory after it has been freed At some point afterward the memory may be allocated again and saved in another pointer while the original pointer references a location somewhere within the new allocation Any operations using the original pointer are no longer valid because the memory belongs to the code that operates on the new pointer The product reuses or references memory after it has been freed At some point afterward the memory may be allocated again and saved in another pointer while the original pointer references a location somewhere within the new allocation Any operations using the original pointer are no longer valid because the memory belongs to the code that operates on the new pointer An attacker was able to achieve code execution in the content process by exploiting a useafterfree in Animation timelines We have had reports of this vulnerability being exploited in the wild This vulnerability affects Firefox 13102 Firefox ESR 12831 Firefox ESR 115161 Thunderbird 13101 Thunderbird 12831 and Thunderbird 115160,9.8,0,0,0,0,0,2,2,2,3.9,5.9,0,0.003620000,0.725500000
CVE-2024-30088,367,The product checks the state of a resource before using that resource but the resources state can change between the check and the use in a way that invalidates the results of the check This can cause the product to perform invalid actions when the resource is in an unexpected state The product checks the state of a resource before using that resource but the resources state can change between the check and the use in a way that invalidates the results of the check This can cause the product to perform invalid actions when the resource is in an unexpected state Windows Kernel Elevation of Privilege Vulnerability,7.0,2,1,1,0,0,2,2,2,1.0,5.9,0,0.004090000,0.740710000
CVE-2024-9380,77,The product constructs all or part of a command using externallyinfluenced input from an upstream component but it does not neutralize or incorrectly neutralizes special elements that could modify the intended command when it is sent to a downstream component The product constructs all or part of an OS command using externallyinfluenced input from an upstream component but it does not neutralize or incorrectly neutralizes special elements that could modify the intended OS command when it is sent to a downstream component An OS command injection vulnerability in the admin web console of Ivanti CSA before version 502 allows a remote authenticated attacker with admin privileges to obtain remote code execution,7.2,0,0,2,0,0,2,2,2,1.2,5.9,0,0.042720000,0.923900000
CVE-2024-9379,89,The product constructs all or part of an SQL command using externallyinfluenced input from an upstream component but it does not neutralize or incorrectly neutralizes special elements that could modify the intended SQL command when it is sent to a downstream component Without sufficient removal or quoting of SQL syntax in usercontrollable inputs the generated SQL query can cause those inputs to be interpreted as SQL instead of ordinary user data The product constructs all or part of an SQL command using externallyinfluenced input from an upstream component but it does not neutralize or incorrectly neutralizes special elements that could modify the intended SQL command when it is sent to a downstream component Without sufficient removal or quoting of SQL syntax in usercontrollable inputs the generated SQL query can cause those inputs to be interpreted as SQL instead of ordinary user data SQL injection in the admin web console of Ivanti CSA before version 502 allows a remote authenticated attacker with admin privileges to run arbitrary SQL statements,6.5,0,0,2,0,0,0,2,2,1.2,5.2,0,0.006060000,0.788920000
CVE-2024-23113,134,The product uses a function that accepts a format string as an argument but the format string originates from an external source A use of externallycontrolled format string in Fortinet FortiOS versions 740 through 742 720 through 726 700 through 7013 FortiProxy versions 740 through 742 720 through 728 700 through 7014 FortiPAM versions 120 110 through 112 100 through 103 FortiSwitchManager versions 720 through 723 700 through 703 allows attacker to execute unauthorized code or commands via specially crafted packets,9.8,0,0,0,0,0,2,2,2,3.9,5.9,0,0.033470000,0.914800000
CVE-2024-43573,79,The product does not neutralize or incorrectly neutralizes usercontrollable input before it is placed in output that is used as a web page that is served to other users Windows MSHTML Platform Spoofing Vulnerability,6.5,0,0,0,1,0,2,0,0,2.8,3.6,0,0.014560000,0.868300000
CVE-2024-43572,707,The product does not ensure or incorrectly ensures that structured messages or data are wellformed and that certain security properties are met before being read from an upstream component or sent to a downstream component Microsoft Management Console Remote Code Execution Vulnerability,7.8,2,0,0,1,0,2,2,2,1.8,5.9,0,0.000860000,0.393810000
CVE-2024-43047,416,The product reuses or references memory after it has been freed At some point afterward the memory may be allocated again and saved in another pointer while the original pointer references a location somewhere within the new allocation Any operations using the original pointer are no longer valid because the memory belongs to the code that operates on the new pointer The product reuses or references memory after it has been freed At some point afterward the memory may be allocated again and saved in another pointer while the original pointer references a location somewhere within the new allocation Any operations using the original pointer are no longer valid because the memory belongs to the code that operates on the new pointer Memory corruption while maintaining memory maps of HLOS memory,7.8,2,0,1,0,0,2,2,2,1.8,5.9,0,0.000640000,0.310910000
CVE-2024-45519,78,The product constructs all or part of an OS command using externallyinfluenced input from an upstream component but it does not neutralize or incorrectly neutralizes special elements that could modify the intended OS command when it is sent to a downstream component The postjournal service in Zimbra Collaboration ZCS before 8815 Patch 46 9 before 900 Patch 41 10 before 1009 and 101 before 1011 sometimes allows unauthenticated users to execute commands,10.0,0,0,0,0,1,2,2,2,3.9,6.0,0,0.314630000,0.971070000
CVE-2024-29824,89,The product constructs all or part of an SQL command using externallyinfluenced input from an upstream component but it does not neutralize or incorrectly neutralizes special elements that could modify the intended SQL command when it is sent to a downstream component Without sufficient removal or quoting of SQL syntax in usercontrollable inputs the generated SQL query can cause those inputs to be interpreted as SQL instead of ordinary user data The product constructs all or part of an SQL command using externallyinfluenced input from an upstream component but it does not neutralize or incorrectly neutralizes special elements that could modify the intended SQL command when it is sent to a downstream component Without sufficient removal or quoting of SQL syntax in usercontrollable inputs the generated SQL query can cause those inputs to be interpreted as SQL instead of ordinary user data An unspecified SQL Injection vulnerability in Core server of Ivanti EPM 2022 SU5 and prior allows an unauthenticated attacker within the same network to execute arbitrary code,8.8,1,0,0,0,0,2,2,2,2.8,5.9,0,0.219660000,0.965830000
CVE-2019-0344,502,The product deserializes untrusted data without sufficiently ensuring that the resulting data will be valid The product deserializes untrusted data without sufficiently ensuring that the resulting data will be valid Due to unsafe deserialization used in SAP Commerce Cloud virtualjdbc extension versions 64 65 66 67 1808 1811 1905 it is possible to execute arbitrary code on a target machine with Hybris user rights resulting in Code Injection,9.8,0,0,0,0,0,2,2,2,3.9,5.9,0,0.283540000,0.969500000
CVE-2020-15415,78,The product constructs all or part of an OS command using externallyinfluenced input from an upstream component but it does not neutralize or incorrectly neutralizes special elements that could modify the intended OS command when it is sent to a downstream component The product constructs all or part of an OS command using externallyinfluenced input from an upstream component but it does not neutralize or incorrectly neutralizes special elements that could modify the intended OS command when it is sent to a downstream component On DrayTek Vigor3900 Vigor2960 and Vigor300B devices before 151 cgibinmainfunctioncgicvmcfgupload allows remote command execution via shell metacharacters in a filename when the textxpythonscript content type is used a different issue than CVE202014472,9.8,0,0,0,0,0,2,2,2,3.9,5.9,0,0.936170000,0.993530000
CVE-2023-25280,78,The product constructs all or part of an OS command using externallyinfluenced input from an upstream component but it does not neutralize or incorrectly neutralizes special elements that could modify the intended OS command when it is sent to a downstream component The product constructs all or part of an OS command using externallyinfluenced input from an upstream component but it does not neutralize or incorrectly neutralizes special elements that could modify the intended OS command when it is sent to a downstream component OS Command injection vulnerability in DLink DIR820LA1FW105B03 allows attackers to escalate privileges to root via a crafted payload with the pingaddr parameter to pingccp,9.8,0,0,0,0,0,2,2,2,3.9,5.9,0,0.045610000,0.926030000
CVE-2024-7593,287,When an actor claims to have a given identity the product does not prove or insufficiently proves that the claim is correct When an actor claims to have a given identity the product does not prove or insufficiently proves that the claim is correct Incorrect implementation of an authentication algorithm in Ivanti vTM other than versions 222R1 or 227R2 allows a remote unauthenticated attacker to bypass authentication of the admin panel,9.8,0,0,0,0,0,2,2,2,3.9,5.9,0,0.967730000,0.998000000
CVE-2024-8963,22,The product uses external input to construct a pathname that is intended to identify a file or directory that is located underneath a restricted parent directory but the product does not properly neutralize special elements within the pathname that can cause the pathname to resolve to a location that is outside of the restricted directory The product uses external input to construct a pathname that is intended to identify a file or directory that is located underneath a restricted parent directory but the product does not properly neutralize special elements within the pathname that can cause the pathname to resolve to a location that is outside of the restricted directory Path Traversal in the Ivanti CSA before 46 Patch 519 allows a remote unauthenticated attacker to access restricted functionality,9.4,0,0,0,0,0,2,2,1,3.9,5.5,0,0.966010000,0.997630000
CVE-2020-14644,0,Vulnerability in the Oracle WebLogic Server product of Oracle Fusion Middleware component Core Supported versions that are affected are 122130 122140 and 141100 Easily exploitable vulnerability allows unauthenticated attacker with network access via IIOP T3 to compromise Oracle WebLogic Server Successful attacks of this vulnerability can result in takeover of Oracle WebLogic Server CVSS 31 Base Score 98 Confidentiality Integrity and Availability impacts CVSS Vector CVSS31AVNACLPRNUINSUCHIHAH,9.8,0,0,0,0,0,2,2,2,3.9,5.9,0,0.242850000,0.967380000
CVE-2022-21445,502,The product deserializes untrusted data without sufficiently ensuring that the resulting data will be valid The product deserializes untrusted data without sufficiently ensuring that the resulting data will be valid Vulnerability in the Oracle Application Development Framework ADF product of Oracle Fusion Middleware component ADF Faces Supported versions that are affected are 122130 and 122140 Easily exploitable vulnerability allows unauthenticated attacker with network access via HTTP to compromise Oracle Application Development Framework ADF Successful attacks of this vulnerability can result in takeover of Oracle Application Development Framework ADF Note Oracle Application Development Framework ADF is downloaded via Oracle JDeveloper Product Please refer to Fusion Middleware Patch Advisor for more details CVSS 31 Base Score 98 Confidentiality Integrity and Availability impacts CVSS Vector CVSS31AVNACLPRNUINSUCHIHAH,9.8,0,0,0,0,0,2,2,2,3.9,5.9,0,0.014790000,0.869190000
CVE-2020-0618,502,The product deserializes untrusted data without sufficiently ensuring that the resulting data will be valid A remote code execution vulnerability exists in Microsoft SQL Server Reporting Services when it incorrectly handles page requests aka Microsoft SQL Server Reporting Services Remote Code Execution Vulnerability,8.8,0,0,1,0,0,2,2,2,2.8,5.9,0,0.973800000,0.999630000
CVE-2024-27348,284,The product does not restrict or incorrectly restricts access to a resource from an unauthorized actor RCERemote Command Execution vulnerability in Apache HugeGraphServerThis issue affects Apache HugeGraphServer from 100 before 130 in Java8 Java11Users are recommended to upgrade to version 130 with Java11 enable the Auth system which fixes the issue,9.8,0,0,0,0,0,2,2,2,3.9,5.9,0,0.961750000,0.996680000
CVE-2014-0502,415,The product calls free twice on the same memory address potentially leading to modification of unexpected memory locations The product calls free twice on the same memory address potentially leading to modification of unexpected memory locations Double free vulnerability in Adobe Flash Player before 117700269 and 118x through 120x before 120070 on Windows and Mac OS X and before 112202341 on Linux Adobe AIR before 4001628 on Android Adobe AIR SDK before 4001628 and Adobe AIR SDK Compiler before 4001628 allows remote attackers to execute arbitrary code via unspecified vectors as exploited in the wild in February 2014,8.8,0,0,0,1,0,2,2,2,2.8,5.9,0,0.350240000,0.972450000
CVE-2013-0648,0,Unspecified vulnerability in the ExternalInterface ActionScript functionality in Adobe Flash Player before 10318367 and 11x before 116602171 on Windows and Mac OS X and before 10318367 and 11x before 112202273 on Linux allows remote attackers to execute arbitrary code via crafted SWF content as exploited in the wild in February 2013,8.8,0,0,0,1,0,2,2,2,2.8,5.9,0,0.175930000,0.962170000
CVE-2013-0643,269,The product does not properly assign modify track or check privileges for an actor creating an unintended sphere of control for that actor The Firefox sandbox in Adobe Flash Player before 10318367 and 11x before 116602171 on Windows and Mac OS X and before 10318367 and 11x before 112202273 on Linux does not properly restrict privileges which makes it easier for remote attackers to execute arbitrary code via crafted SWF content as exploited in the wild in February 2013,8.8,0,0,0,1,0,2,2,2,2.8,5.9,0,0.175930000,0.962170000
CVE-2014-0497,191,The product subtracts one value from another such that the result is less than the minimum allowable integer value which produces a value that is not equal to the correct result The product subtracts one value from another such that the result is less than the minimum allowable integer value which produces a value that is not equal to the correct result Integer underflow in Adobe Flash Player before 117700261 and 118x through 120x before 120044 on Windows and Mac OS X and before 112202336 on Linux allows remote attackers to execute arbitrary code via unspecified vectors,9.8,0,0,0,0,0,2,2,2,3.9,5.9,0,0.969560000,0.998490000
CVE-2024-6670,89,The product constructs all or part of an SQL command using externallyinfluenced input from an upstream component but it does not neutralize or incorrectly neutralizes special elements that could modify the intended SQL command when it is sent to a downstream component Without sufficient removal or quoting of SQL syntax in usercontrollable inputs the generated SQL query can cause those inputs to be interpreted as SQL instead of ordinary user data The product constructs all or part of an SQL command using externallyinfluenced input from an upstream component but it does not neutralize or incorrectly neutralizes special elements that could modify the intended SQL command when it is sent to a downstream component Without sufficient removal or quoting of SQL syntax in usercontrollable inputs the generated SQL query can cause those inputs to be interpreted as SQL instead of ordinary user data In WhatsUp Gold versions released before 202400a SQL Injection vulnerability allows an unauthenticated attacker to retrieve the users encrypted password,9.8,0,0,0,0,0,2,2,2,3.9,5.9,0,0.904230000,0.991230000
CVE-2024-43461,451,The user interface UI does not properly represent critical information to the user allowing the information or its source to be obscured or spoofed This is often a component in phishing attacks Windows MSHTML Platform Spoofing Vulnerability,8.8,0,0,0,1,0,2,2,2,2.8,5.9,0,0.031150000,0.911700000
CVE-2024-8190,78,The product constructs all or part of an OS command using externallyinfluenced input from an upstream component but it does not neutralize or incorrectly neutralizes special elements that could modify the intended OS command when it is sent to a downstream component The product constructs all or part of an OS command using externallyinfluenced input from an upstream component but it does not neutralize or incorrectly neutralizes special elements that could modify the intended OS command when it is sent to a downstream component An OS command injection vulnerability in Ivanti Cloud Services Appliance versions 46 Patch 518 and before allows a remote authenticated attacker to obtain remote code execution The attacker must have admin level privileges to exploit this vulnerability,7.2,0,0,2,0,0,2,2,2,1.2,5.9,0,0.086900000,0.946710000
CVE-2024-38217,693,The product does not use or incorrectly uses a protection mechanism that provides sufficient defense against directed attacks against the product Windows Mark of the Web Security Feature Bypass Vulnerability,5.4,0,0,0,1,0,0,1,1,2.8,2.5,0,0.026080000,0.903290000
CVE-2024-38014,269,The product does not properly assign modify track or check privileges for an actor creating an unintended sphere of control for that actor Windows Installer Elevation of Privilege Vulnerability,7.8,2,0,1,0,0,2,2,2,1.8,5.9,0,0.212900000,0.965360000
CVE-2024-38226,693,The product does not use or incorrectly uses a protection mechanism that provides sufficient defense against directed attacks against the product Microsoft Publisher Security Feature Bypass Vulnerability,7.3,2,0,1,1,0,2,2,2,1.3,5.9,0,0.000510000,0.233080000
CVE-2024-40766,284,The product does not restrict or incorrectly restricts access to a resource from an unauthorized actor An improper access control vulnerability has been identified in the SonicWall SonicOS management access potentially leading to unauthorized resource access and in specific conditions causing the firewall to crash This issue affects SonicWall Firewall Gen 5 and Gen 6 devices as well as Gen 7 devices running SonicOS 7015035 and older versions,9.8,0,0,0,0,0,2,2,2,3.9,5.9,0,0.008190000,0.820600000
CVE-2017-1000253,119,The product performs operations on a memory buffer but it reads from or writes to a memory location outside the buffers intended boundary This may result in read or write operations on unexpected memory locations that could be linked to other variables data structures or internal program data The product performs operations on a memory buffer but it reads from or writes to a memory location outside the buffers intended boundary This may result in read or write operations on unexpected memory locations that could be linked to other variables data structures or internal program data Linux distributions that have not patched their longterm kernels with httpsgitkernelorglinusa87938b2e246b81b4fb713edb371a9fa3c5c3c86 committed on April 14 2015 This kernel vulnerability was fixed in April 2015 by commit a87938b2e246b81b4fb713edb371a9fa3c5c3c86 backported to Linux 31077 in May 2015 but it was not recognized as a security threat With CONFIGARCHBINFMTELFRANDOMIZEPIE enabled and a normal topdown address allocation strategy loadelfbinary will attempt to map a PIE binary into an address range immediately below mmmmapbase Unfortunately loadelf binary does not take account of the need to allocate sufficient space for the entire binary which means that while the first PTLOAD segment is mapped below mmmmapbase the subsequent PTLOAD segments end up being mapped above mmmmapbase into the are that is supposed to be the gap between the stack and the binary,7.8,2,0,1,0,0,2,2,2,1.8,5.9,0,0.106220000,0.951820000
